,index,file_name,zero_angle,x_cms,y_cms,z_cms,delta_x,delta_y
4303,4303,598csv/1484752/1499800,5.0,135.1744136,49.60574361,119.9181552,-2.093881172,0.51661918
324,324,598csv/1484719/1492322,4.0,118.6409277,48.58220114,147.021103,-0.137954204,0.51661918
4870,4870,598csv/1484757/1500428,8.0,128.1364411,53.79165652,110.8154516,-5.870212053,0.51661918
2939,2939,598csv/1484741/1495070,9.0,121.0312554,54.39658659,151.8252853,-1.762434514,0.51661918
4545,4545,598csv/1484754/1500062,29.0,129.2756796,46.37723973,111.8750386,-6.44043807,0.0
5001,5001,598csv/1484758/1500563,27.0,132.1730702,52.33754774,114.2139509,-5.910488089,0.51661918
5010,5010,598csv/1484758/1500573,7.0,126.1827416,46.50378748,121.3058261,-5.852194537,0.51661918
3440,3440,598csv/1484745/1496553,13.0,125.3230334,42.17394379,146.1615344,-3.316208904,0.51661918
4032,4032,598csv/1484750/1499518,31.0,121.0001409,54.70831279,114.6630504,-2.061438838,0.51661918
2190,2190,598csv/1484735/1494239,6.0,125.8345412,56.20828342,149.1412015,0.263050331,0.51661918
1905,1905,598csv/1484732/1493950,6.0,124.2673861,54.14346004,137.6551111,0.07208357,0.0
1121,1121,598csv/1484726/1493128,12.0,131.638237,50.43382531,148.9253166,0.014046639,0.0
4744,4744,598csv/1484756/1500300,35.0,135.2900264,40.27993271,127.0009613,-6.56488589,0.51661918
163,163,598csv/1484718/1492152,28.0,143.007535,30.63689835,147.5756189,0.009400443,0.172206393
2835,2835,598csv/1484740/1494958,21.0,125.7027037,33.43251899,153.9761284,-1.782788634,0.51661918
3745,3745,598csv/1484748/1497224,15.0,121.6125597,47.02566217,121.5724346,-2.2411953,0.172206393
2486,2486,598csv/1484737/1494535,6.0,123.8808707,49.10950545,150.2505237,0.120355386,0.51661918
3195,3195,598csv/1484743/1495682,7.0,120.5717759,45.24000824,154.0549238,-3.255659786,0.51661918
2802,2802,598csv/1484740/1494923,2.0,118.6817166,46.81953665,134.0599174,-1.410795812,0.51661918
350,350,598csv/1484719/1492348,8.0,124.4522606,42.65055736,136.0655681,0.047947662,0.51661918
3797,3797,598csv/1484748/1497276,11.0,124.791984,49.22846723,116.5009832,-2.100242679,-0.172206393
2667,2667,598csv/1484739/1494727,6.0,124.7082135,49.53695014,139.03969,-1.443710869,0.51661918
5082,5082,598csv/1484759/1500649,1.0,117.8319029,43.02338787,137.6281277,-5.988717064,0.51661918
2097,2097,598csv/1484734/1494145,9.0,128.7952819,56.47293581,152.6685723,0.097934789,0.51661918
3066,3066,598csv/1484742/1495210,7.0,134.5654892,50.03821838,158.6075651,-2.739823976,0.51661918
3940,3940,598csv/1484749/1499414,4.0,122.8448687,49.59374193,127.6171953,-2.039004735,0.51661918
3500,3500,598csv/1484746/1496618,9.0,135.7823428,50.79790573,140.1227104,-3.366006941,0.51661918
542,542,598csv/1484721/1492541,6.0,115.5801612,50.26498625,138.0618642,0.117289437,0.51661918
4200,4200,598csv/1484751/1499692,25.0,127.3171711,41.9877559,129.6911549,-2.141207541,0.51661918
167,167,598csv/1484718/1492156,13.0,126.1786151,47.83615819,152.0697816,0.07017917,0.861031966
2587,2587,598csv/1484738/1494645,7.0,120.2884431,47.37681963,153.6478238,0.093275086,0.51661918
1343,1343,598csv/1484728/1493350,20.0,123.0077162,32.64677539,154.2848238,-0.01161549,0.51661918
1870,1870,598csv/1484732/1493887,13.0,130.0139178,49.59451746,142.0134597,-0.007671626,0.51661918
4569,4569,598csv/1484755/1500087,24.0,129.9116616,53.85432392,116.3005715,-6.519707036,0.51661918
2417,2417,598csv/1484737/1494466,28.0,128.6713955,48.62144904,145.8128128,0.173948717,0.51661918
622,622,598csv/1484722/1492621,8.0,127.592867,38.27041735,164.9509816,0.00683423,0.51661918
4208,4208,598csv/1484752/1499700,11.0,105.45625,29.74269547,121.3638632,-2.263777974,0.0
3807,3807,598csv/1484748/1497286,20.0,125.4998927,49.36533612,123.6119159,-2.174595321,0.51661918
2680,2680,598csv/1484739/1494740,30.0,130.7307492,47.32370791,132.8940551,-1.336078497,0.51661918
438,438,598csv/1484720/1492437,14.0,118.9495903,35.16995163,155.0744299,0.128540254,0.51661918
48,48,598csv/1484717/1492036,10.0,118.9498721,47.66158473,156.8000069,0.230189299,0.688825573
2319,2319,598csv/1484736/1494368,25.0,120.3643307,45.55286096,142.8477173,0.178405823,0.51661918
308,308,598csv/1484719/1492306,1.0,122.9263562,41.19495911,147.3992989,-0.025878231,0.51661918
476,476,598csv/1484720/1492475,6.0,126.3292664,46.97918453,147.6911593,0.098231929,0.861031966
233,233,598csv/1484718/1492222,16.0,120.7962983,49.29314296,126.6014807,-0.008319932,0.51661918
941,941,598csv/1484724/1492947,5.0,114.5808322,44.32100935,137.7921558,-0.044868207,-0.172206393
2384,2384,598csv/1484736/1494433,11.0,126.0621701,58.34588033,152.5587255,0.14118223,0.51661918
122,122,598csv/1484718/1492111,11.0,128.8394034,51.43302632,148.3372294,0.133348527,0.0
2188,2188,598csv/1484735/1494237,26.0,119.0156028,49.77539741,144.2853509,0.187590164,0.51661918
4646,4646,598csv/1484755/1500200,6.0,148.0771728,37.20935769,124.1353878,-6.446705032,0.51661918
880,880,598csv/1484724/1492886,12.0,119.2937166,50.47065471,156.3868379,0.036966972,0.172206393
5249,5249,598csv/1484760/1500828,1.0,128.3773735,48.6791204,125.5338349,-6.014352181,0.51661918
1426,1426,598csv/1484728/1493433,29.0,118.6667768,45.01844949,156.7787477,-0.107672892,0.344412787
1336,1336,598csv/1484728/1493343,23.0,123.686296,50.21907417,137.6645967,-0.051513348,-0.172206393
2304,2304,598csv/1484736/1494353,9.0,126.796881,58.18921769,157.1092931,0.186968871,0.51661918
5275,5275,598csv/1484760/1500854,27.0,144.9456681,24.24960667,106.6595081,-5.633472158,0.51661918
1361,1361,598csv/1484728/1493368,9.0,128.7693635,62.9073843,152.6332015,-0.074244592,0.51661918
131,131,598csv/1484718/1492120,3.0,126.5427477,43.99573607,140.9789694,-0.054079561,0.51661918
2684,2684,598csv/1484739/1494744,30.0,130.9816888,46.03419438,150.995751,-1.459999568,0.51661918
1225,1225,598csv/1484727/1493232,3.0,106.9482235,57.37072746,136.5868282,-0.103040202,0.688825573
3357,3357,598csv/1484744/1496469,7.0,123.7230286,30.57889104,158.6799211,-3.245975709,0.51661918
3790,3790,598csv/1484748/1497269,25.0,152.6924345,41.5997142,120.048696,-2.210913987,0.51661918
2985,2985,598csv/1484741/1495117,28.0,123.2700507,45.83122274,157.191431,-1.735907976,0.51661918
2773,2773,598csv/1484740/1494890,29.0,130.7492173,50.21868188,150.4165577,-1.527828627,0.51661918
5041,5041,598csv/1484758/1500605,11.0,129.7419706,49.688792,115.4680188,-5.887486718,0.51661918
3580,3580,598csv/1484746/1496698,4.0,125.3096176,48.40173061,154.5665726,-3.305066138,0.51661918
1737,1737,598csv/1484731/1493744,5.0,128.2845368,49.07718131,134.5512694,-0.138575498,0.51661918
4550,4550,598csv/1484754/1500068,27.0,114.0195936,28.93765668,118.4012073,-6.548718749,0.51661918
2800,2800,598csv/1484740/1494920,4.0,120.3536896,56.2195527,139.371662,-1.593172512,0.51661918
2490,2490,598csv/1484737/1494539,12.0,126.9231215,40.97186108,148.4442715,0.20609391,0.51661918
1251,1251,598csv/1484727/1493258,30.0,125.5301471,49.7456461,153.1811592,-0.067410361,0.51661918
1778,1778,598csv/1484731/1493787,8.0,120.5396961,49.78820969,154.8923561,-0.014127677,1.03323836
4844,4844,598csv/1484757/1500402,7.0,129.7175984,46.79953935,123.8262024,-6.002453056,0.51661918
4463,4463,598csv/1484754/1499968,11.0,132.2018434,50.79879776,114.5998931,-2.064842447,0.51661918
3697,3697,598csv/1484747/1497173,4.0,122.2449578,42.82683454,156.2446726,-2.213750328,-0.172206393
1415,1415,598csv/1484728/1493422,9.0,133.7571181,49.98233295,159.2225215,-0.129539727,0.51661918
4319,4319,598csv/1484752/1499817,23.0,122.530817,45.23708966,122.9338772,-2.156888452,0.51661918
1602,1602,598csv/1484730/1493609,9.0,130.1801064,49.72903542,147.7623898,-0.08433386,0.51661918
675,675,598csv/1484722/1492674,6.0,127.7206608,49.69255542,136.6660811,-0.04377419,0.51661918
1753,1753,598csv/1484731/1493760,6.0,115.5513015,41.67328272,135.4883948,-0.1356176,0.51661918
1038,1038,598csv/1484725/1493044,11.0,130.9067484,46.89355983,163.2215174,-0.101176321,0.861031966
3352,3352,598csv/1484744/1496464,7.0,129.0951439,52.11451892,150.7035617,-3.263736603,0.51661918
826,826,598csv/1484723/1492832,8.0,127.9472997,49.16309631,143.719802,0.017085575,0.861031966
2899,2899,598csv/1484741/1495028,9.0,135.5710696,45.06713621,155.3046666,-1.833032382,0.0
5142,5142,598csv/1484759/1500710,2.0,128.0107402,32.7483768,105.9852289,-5.825559948,0.51661918
2217,2217,598csv/1484735/1494266,6.0,125.5807115,56.34289017,140.7736243,0.273261157,0.51661918
1563,1563,598csv/1484730/1493570,22.0,124.989767,52.16983232,144.7094539,0.219640813,0.51661918
3497,3497,598csv/1484746/1496610,2.0,115.7534895,43.71527778,144.0714829,-3.195867025,0.51661918
4985,4985,598csv/1484758/1500546,27.0,120.3645466,51.09329064,119.8081211,-5.869496214,0.51661918
3525,3525,598csv/1484746/1496643,8.0,130.7150423,50.00185523,156.9611598,-3.336968216,0.51661918
4270,4270,598csv/1484752/1499765,1.0,136.8093411,48.92488472,126.1150379,-2.054942267,0.51661918
2535,2535,598csv/1484738/1494591,11.0,120.9500133,42.22297632,120.0652,0.194059722,0.51661918
367,367,598csv/1484720/1492365,6.0,123.1591958,55.87487396,153.060745,0.053687876,0.861031966
3543,3543,598csv/1484746/1496661,3.0,127.3152808,49.34050332,144.579805,-3.28190269,0.51661918
406,406,598csv/1484720/1492405,17.0,160.3750956,39.86255886,126.4136113,0.187455101,1.205444753
1184,1184,598csv/1484726/1493191,8.0,118.1865669,48.88270087,150.1725637,-0.044625092,0.861031966
4440,4440,598csv/1484753/1499944,32.0,129.9440329,39.30703938,94.80981374,-2.239790636,0.51661918
2088,2088,598csv/1484734/1494136,10.0,128.3041858,63.1817293,152.5979224,0.366185077,0.51661918
37,37,598csv/1484717/1492025,2.0,120.9630409,43.11061031,125.2785457,0.149218528,0.51661918
4373,4373,598csv/1484753/1499874,35.0,117.7395294,26.01559373,112.0514386,-2.304580759,0.51661918
4707,4707,598csv/1484756/1500262,2.0,138.9805782,38.73916171,118.6771338,-6.353321894,0.51661918
2891,2891,598csv/1484741/1495019,30.0,128.3820417,50.39532253,158.8303415,-1.775805834,0.344412787
5106,5106,598csv/1484759/1500673,19.0,123.7745313,27.73463802,110.6659026,-5.921374235,0.51661918
2840,2840,598csv/1484740/1494964,9.0,123.4024293,53.63235511,138.7798564,-1.658921588,0.688825573
3015,3015,598csv/1484742/1495150,15.0,119.6138279,33.78020521,146.9457616,-1.803615478,0.51661918
4537,4537,598csv/1484754/1500046,9.0,135.3218109,48.02781508,112.279954,-6.413722443,0.51661918
274,274,598csv/1484719/1492272,9.0,115.5057127,46.34444653,152.4848286,0.049798037,0.0
4732,4732,598csv/1484756/1500288,8.0,126.7795823,44.05784461,125.6094236,-6.378227666,0.51661918
3244,3244,598csv/1484744/1496351,8.0,130.4522324,43.61794406,166.1048959,-3.26038702,0.51661918
5221,5221,598csv/1484760/1500797,35.0,133.0111038,24.23425518,112.4975537,-5.966742178,0.51661918
1992,1992,598csv/1484733/1494040,28.0,122.4582968,52.09558547,148.2218535,0.092154057,0.688825573
2414,2414,598csv/1484737/1494463,22.0,126.0553574,56.3146377,140.9555574,0.145652843,0.51661918
2844,2844,598csv/1484740/1494968,1.0,120.8447975,49.80556031,128.1844763,-1.675683011,0.51661918
4914,4914,598csv/1484757/1500473,24.0,136.9511829,43.82182068,108.9636976,-5.954613445,0.51661918
865,865,598csv/1484724/1492871,5.0,114.3301424,51.4707285,147.8058474,0.034751925,0.51661918
4720,4720,598csv/1484756/1500275,27.0,131.6878067,34.97976595,108.608456,-6.425229882,0.51661918
2980,2980,598csv/1484741/1495112,6.0,127.2107332,46.84231755,154.7911126,-1.853521566,0.51661918
3970,3970,598csv/1484750/1499444,9.0,123.7287869,53.17948886,121.2968356,-2.109994288,0.51661918
2597,2597,598csv/1484738/1494655,25.0,120.9900923,52.50599675,146.4723168,0.131876331,0.51661918
1456,1456,598csv/1484729/1493463,28.0,123.4517485,54.37607362,150.463589,-0.11141416,0.688825573
2643,2643,598csv/1484739/1494702,9.0,135.8431178,55.22243066,155.6463253,0.233268754,0.51661918
4887,4887,598csv/1484757/1500445,3.0,141.2478145,43.97749717,118.3630808,-5.99018926,0.51661918
4262,4262,598csv/1484752/1499757,20.0,131.0575644,49.72936926,118.2922776,-2.153201209,0.0
3249,3249,598csv/1484744/1496356,7.0,125.0312828,46.4669079,155.620365,-3.301689542,0.51661918
53,53,598csv/1484717/1492041,10.0,130.2995878,50.40723554,145.3200122,0.101122295,-0.172206393
2813,2813,598csv/1484740/1494936,7.0,116.7540823,44.85519051,155.588127,-1.783099281,0.51661918
1879,1879,598csv/1484732/1493922,8.0,124.8436573,53.40149713,151.9966315,0.082848158,0.51661918
2832,2832,598csv/1484740/1494955,10.0,125.003405,59.78621979,154.7895246,-1.697171667,-0.172206393
1586,1586,598csv/1484730/1493593,6.0,125.4363022,48.60864108,144.1476225,0.016815448,0.172206393
2412,2412,598csv/1484737/1494461,10.0,123.7537972,52.39534458,140.246642,0.196220744,0.51661918
4216,4216,598csv/1484752/1499708,18.0,117.092676,51.46613534,125.3804219,-2.079145707,0.51661918
1079,1079,598csv/1484725/1493086,11.0,139.7070423,50.71484583,140.372402,-0.015370265,0.688825573
897,897,598csv/1484724/1492903,7.0,110.4094952,48.78662226,147.9880193,-0.023919806,0.172206393
4642,4642,598csv/1484755/1500196,18.0,132.2202862,49.87958727,126.2456601,-6.33541243,0.51661918
312,312,598csv/1484719/1492310,9.0,126.8938883,55.42375055,150.5662465,0.091667827,0.344412787
969,969,598csv/1484725/1492975,8.0,127.8963908,44.05774783,134.5668431,-0.072542787,-0.172206393
209,209,598csv/1484718/1492198,11.0,108.4382665,48.41397406,140.623408,0.024460061,0.51661918
2419,2419,598csv/1484737/1494468,9.0,126.5879773,59.22370651,154.6401156,0.284363404,0.51661918
146,146,598csv/1484718/1492135,12.0,148.2491357,38.43025065,153.985134,-0.06017094,0.51661918
4509,4509,598csv/1484754/1500016,26.0,143.8908739,38.86280477,111.8013319,-6.54785434,0.51661918
1496,1496,598csv/1484729/1493503,14.0,142.5216562,43.38630504,141.8037537,-0.079147409,0.51661918
250,250,598csv/1484719/1492239,12.0,128.9503038,50.19893481,159.3498237,0.06651894,0.51661918
2345,2345,598csv/1484736/1494394,25.0,119.0725259,55.0816092,139.1089431,0.211618021,0.51661918
1715,1715,598csv/1484731/1493722,11.0,117.6959345,44.04733269,159.8615436,-0.129323625,0.51661918
4774,4774,598csv/1484756/1500331,23.0,142.660706,49.96536595,112.8404241,-6.043769084,0.51661918
1194,1194,598csv/1484726/1493201,8.0,121.9653675,45.74852219,165.239121,-0.046894165,0.51661918
2789,2789,598csv/1484740/1494907,26.0,138.9428128,46.44402406,150.0511446,-1.543995769,0.51661918
4837,4837,598csv/1484757/1500395,14.0,132.2697585,55.92489333,125.7723768,-5.912473528,0.51661918
2407,2407,598csv/1484737/1494456,34.0,124.3698028,46.74536956,131.0486065,0.197139178,0.51661918
1156,1156,598csv/1484726/1493163,14.0,135.5765472,43.50083634,140.8295625,-0.148300094,0.172206393
2915,2915,598csv/1484741/1495046,9.0,111.1103856,26.88280326,162.4413172,-1.778263996,0.51661918
2161,2161,598csv/1484735/1494210,11.0,131.6065052,55.05883214,154.5513318,0.323383347,0.51661918
3827,3827,598csv/1484748/1497306,4.0,130.2787621,43.80546256,118.9781579,-2.029631304,0.51661918
4883,4883,598csv/1484757/1500441,33.0,120.3243031,51.28651438,121.2710025,-5.930788184,0.51661918
2495,2495,598csv/1484737/1494544,29.0,127.8931411,48.01210388,148.7565514,0.257202066,0.51661918
195,195,598csv/1484718/1492184,12.0,125.0174225,56.74111083,139.5317277,0.00810383,0.861031966
3553,3553,598csv/1484746/1496671,27.0,132.3364861,47.30944793,153.0217607,-3.361995546,0.51661918
2257,2257,598csv/1484735/1494306,18.0,131.9228601,43.47733821,130.1868088,0.19052105,0.51661918
628,628,598csv/1484722/1492627,9.0,119.7718134,42.20896324,142.602448,-0.049771024,-0.172206393
2785,2785,598csv/1484740/1494903,24.0,121.7565814,52.05250822,141.7588967,-1.543347462,0.51661918
5260,5260,598csv/1484760/1500839,6.0,129.8503572,49.51757799,116.6874514,-5.643939605,0.51661918
4371,4371,598csv/1484753/1499872,20.0,137.0454108,47.04892064,124.945768,-2.266843923,0.51661918
3389,3389,598csv/1484745/1496501,23.0,121.7305712,47.75160187,142.3816188,-3.331106446,0.51661918
1573,1573,598csv/1484730/1493580,13.0,134.2477698,40.01672662,158.6831295,-0.039803313,0.51661918
3805,3805,598csv/1484748/1497284,5.0,139.4181194,51.41279676,123.883269,-2.22733775,0.51661918
560,560,598csv/1484721/1492559,16.0,137.999968,42.61184274,146.0981127,0.046272871,0.51661918
478,478,598csv/1484720/1492477,5.0,115.8565584,45.07611315,154.5007611,0.144531813,0.688825573
3677,3677,598csv/1484747/1497152,7.0,123.96576,49.60366704,151.8138604,-2.045676888,-0.172206393
2793,2793,598csv/1484740/1494911,22.0,119.9328608,33.14427098,154.6263129,-1.479962003,0.51661918
1075,1075,598csv/1484725/1493082,5.0,126.9391946,51.04140669,153.1252411,0.065965178,0.344412787
3293,3293,598csv/1484744/1496404,10.0,125.1757327,52.23226993,147.4862803,-3.246988688,0.51661918
645,645,598csv/1484722/1492644,7.0,120.902128,39.09281935,164.4456399,-0.004524639,0.51661918
2404,2404,598csv/1484737/1494453,12.0,127.3353677,45.36843912,146.497635,0.326422283,0.51661918
4967,4967,598csv/1484758/1500528,12.0,144.7253756,40.62639486,110.7403266,-5.83548714,0.51661918
4934,4934,598csv/1484758/1500494,27.0,115.5550052,45.50020188,120.3605017,-5.744508139,0.51661918
5276,5276,598csv/1484760/1500855,8.0,135.7922371,49.76899607,127.039186,-5.676922194,0.51661918
2213,2213,598csv/1484735/1494262,9.0,125.4784486,63.52714874,156.5541128,0.311659806,0.51661918
2111,2111,598csv/1484734/1494160,9.0,131.379814,46.59446364,155.3078129,0.144761421,0.51661918
4097,4097,598csv/1484751/1499586,9.0,138.9522816,48.95718306,116.8638965,-2.103416679,0.344412787
4897,4897,598csv/1484757/1500455,20.0,152.1579042,47.03465169,112.2508364,-6.031829441,0.51661918
4385,4385,598csv/1484753/1499888,0.0,129.6243485,29.14907165,127.4849407,-2.271436093,0.51661918
1561,1561,598csv/1484730/1493568,31.0,129.4293147,51.02414626,146.8717661,0.109779887,0.51661918
5250,5250,598csv/1484760/1500829,34.0,138.491704,24.30011998,108.5115735,-5.826572927,0.51661918
2810,2810,598csv/1484740/1494932,10.0,134.9587116,54.98695607,153.4085707,-1.756937416,0.51661918
905,905,598csv/1484724/1492911,1.0,121.6388141,51.80108974,126.7445513,-0.101581512,0.688825573
2437,2437,598csv/1484737/1494486,11.0,126.184391,51.82410649,136.3216995,0.223652209,0.51661918
529,529,598csv/1484721/1492528,10.0,138.2766813,44.67945,147.888785,0.02386578,0.51661918
5186,5186,598csv/1484760/1500761,1.0,123.2536307,49.95614148,133.948267,-5.852788818,0.51661918
2047,2047,598csv/1484734/1494095,23.0,121.9454644,52.31534672,147.1578173,0.275125038,0.51661918
1161,1161,598csv/1484726/1493168,7.0,121.0811381,54.12914859,141.2696657,-0.046502479,0.688825573
4374,4374,598csv/1484753/1499875,4.0,145.8991672,40.04007499,134.1491134,-2.212602285,0.51661918
369,369,598csv/1484720/1492367,10.0,130.8564577,52.51032348,160.1153441,0.103337342,0.172206393
2969,2969,598csv/1484741/1495101,11.0,129.5533583,49.23463752,145.949326,-1.799009801,0.0
4989,4989,598csv/1484758/1500550,10.0,129.2462746,43.92737273,117.8508438,-5.846710945,0.51661918
4968,4968,598csv/1484758/1500529,31.0,118.2529381,47.94305219,112.1290615,-5.812566807,0.51661918
156,156,598csv/1484718/1492145,18.0,153.5481348,41.56548343,117.4679623,0.027404453,0.51661918
4087,4087,598csv/1484751/1499575,3.0,126.8594735,46.16663666,135.2266359,-2.108224951,0.51661918
3959,3959,598csv/1484749/1499433,14.0,116.2708802,53.77727752,112.6420939,-2.061925068,0.51661918
595,595,598csv/1484721/1492594,5.0,119.4830739,44.25955559,161.1824386,0.078526115,0.51661918
2267,2267,598csv/1484735/1494316,29.0,126.3341266,51.95754004,150.3627229,0.180067109,0.51661918
3010,3010,598csv/1484742/1495143,30.0,121.3280258,42.79322216,154.1990317,-1.862894996,0.51661918
1571,1571,598csv/1484730/1493578,7.0,125.528263,51.09409737,147.1693415,0.058995884,0.344412787
1927,1927,598csv/1484733/1493972,9.0,126.4981302,51.36338911,151.5884486,-0.005172945,0.172206393
1867,1867,598csv/1484732/1493884,29.0,130.4402244,49.47853503,146.0520585,0.02054321,0.51661918
4406,4406,598csv/1484753/1499909,28.0,109.5334423,44.52672759,133.4386477,-2.130429446,0.51661918
2818,2818,598csv/1484740/1494941,11.0,135.5166559,55.90404269,144.2959897,-1.771497297,0.51661918
1880,1880,598csv/1484732/1493923,12.0,122.9922599,45.45238585,159.8126724,0.050054658,0.51661918
5139,5139,598csv/1484759/1500707,14.0,130.3701628,49.80205369,115.3318762,-5.780462133,0.51661918
3546,3546,598csv/1484746/1496664,30.0,135.742743,40.73306704,146.1646638,-3.399651344,0.51661918
1282,1282,598csv/1484727/1493289,14.0,145.315208,28.4752813,152.8854437,-0.018233618,0.172206393
1536,1536,598csv/1484729/1493543,10.0,131.6931182,54.43119683,143.6775258,0.029538461,0.688825573
1821,1821,598csv/1484732/1493830,7.0,121.9587739,54.00119689,155.6106789,0.150190988,0.0
1372,1372,598csv/1484728/1493379,6.0,124.4292235,48.49004508,146.6995044,-0.12030136,0.51661918
2867,2867,598csv/1484740/1494994,32.0,131.9330897,48.61156254,140.8429688,-1.717930979,-0.172206393
4000,4000,598csv/1484750/1499475,11.0,129.5940159,49.29685394,118.9854057,-2.186008216,0.344412787
289,289,598csv/1484719/1492287,7.0,119.9350817,49.08573373,141.6983376,0.004889311,0.51661918
1527,1527,598csv/1484729/1493534,13.0,126.3436136,55.60505131,148.1587959,0.002485175,0.172206393
4391,4391,598csv/1484753/1499894,29.0,119.2216752,47.21157126,99.59471635,-2.227796967,0.51661918
3356,3356,598csv/1484744/1496468,10.0,129.1612703,47.5041159,153.8974134,-3.262899208,0.51661918
2664,2664,598csv/1484739/1494724,5.0,123.8749022,50.57544284,138.0007114,-1.397154364,0.51661918
2610,2610,598csv/1484738/1494669,8.0,106.614176,49.59036396,152.7963987,0.154688613,0.51661918
1687,1687,598csv/1484731/1493694,7.0,121.9066342,41.73746791,157.5154033,-0.02528395,0.861031966
2338,2338,598csv/1484736/1494387,35.0,129.9934389,52.10364048,129.5422174,0.224921809,0.51661918
4745,4745,598csv/1484756/1500301,23.0,143.1764613,41.43555258,119.9115721,-6.360898976,0.51661918
1869,1869,598csv/1484732/1493886,7.0,128.1407721,54.00569561,146.4495,0.032118181,0.51661918
1872,1872,598csv/1484732/1493889,6.0,133.8996953,52.9289153,147.4898537,0.026769653,0.172206393
1694,1694,598csv/1484731/1493701,5.0,112.2936156,45.29617963,143.2013846,-0.124258731,0.172206393
2533,2533,598csv/1484738/1494589,9.0,129.8172145,54.03280927,149.8861363,0.310646827,0.51661918
1446,1446,598csv/1484729/1493453,22.0,130.219255,46.84452309,127.8143858,-0.097056874,0.51661918
4667,4667,598csv/1484755/1500222,0.0,133.654069,43.30161909,119.8521517,-6.412939072,0.51661918
776,776,598csv/1484723/1492781,9.0,125.8794545,58.98515434,154.3615159,-0.03567036,0.688825573
3597,3597,598csv/1484746/1496715,2.0,122.4294744,45.18377619,141.261091,-3.274082493,0.51661918
3929,3929,598csv/1484749/1499403,19.0,125.4198577,44.72361599,112.5003059,-2.182874735,0.51661918
883,883,598csv/1484724/1492889,11.0,123.2020588,53.94284929,140.3749465,-0.028079772,0.861031966
1371,1371,598csv/1484728/1493378,13.0,130.2791992,39.61733477,133.9061696,-0.078431571,0.51661918
3245,3245,598csv/1484744/1496352,26.0,111.6951745,53.76166295,151.6596288,-3.388886756,0.51661918
2231,2231,598csv/1484735/1494280,31.0,127.9238321,46.52126993,152.0582399,0.280338502,0.51661918
2718,2718,598csv/1484739/1494811,13.0,132.9700056,56.42057026,151.1032525,-1.487728174,0.51661918
5228,5228,598csv/1484760/1500806,30.0,130.2266771,49.91745483,116.3047604,-5.922765392,0.51661918
2439,2439,598csv/1484737/1494488,31.0,150.9065223,30.56808564,129.6870384,0.182430726,0.51661918
4717,4717,598csv/1484756/1500272,13.0,127.7863988,50.49828169,112.1001369,-6.404970306,0.51661918
5060,5060,598csv/1484759/1500624,29.0,130.5157808,49.87988909,116.6227951,-5.84011983,0.51661918
5118,5118,598csv/1484759/1500685,9.0,122.1745531,49.07890672,109.9574099,-5.832529242,0.51661918
780,780,598csv/1484723/1492785,12.0,125.5878425,49.40286549,127.1796356,-0.067450881,0.51661918
4131,4131,598csv/1484751/1499621,2.0,126.9000725,40.53649923,111.5962224,-2.227634891,0.51661918
1318,1318,598csv/1484727/1493325,10.0,114.2914428,41.51476531,160.863049,-0.080687137,-0.172206393
4238,4238,598csv/1484752/1499730,11.0,127.2065202,47.98880959,127.6643223,-2.14412492,-0.172206393
1491,1491,598csv/1484729/1493498,30.0,127.8744383,57.29350883,153.3364161,-0.102607998,0.688825573
270,270,598csv/1484719/1492268,0.0,121.8583015,42.27039021,133.2367253,-0.049176743,0.172206393
2670,2670,598csv/1484739/1494730,10.0,128.6235636,45.68744614,161.3591999,-1.353596277,0.51661918
4324,4324,598csv/1484753/1499822,10.0,128.6489052,36.14057038,96.08551978,-2.202877689,0.51661918
3509,3509,598csv/1484746/1496627,19.0,120.9894415,38.25668768,147.314517,-3.220894354,0.51661918
4999,4999,598csv/1484758/1500561,15.0,124.9518371,48.74284436,129.2018027,-5.971050714,0.51661918
2374,2374,598csv/1484736/1494423,4.0,113.2149717,48.04738939,138.3320612,0.077229502,0.51661918
2772,2772,598csv/1484740/1494889,27.0,116.3631023,48.60827222,162.6804274,-1.478462795,0.51661918
18,18,598csv/1484717/1492006,10.0,125.8320992,47.70712761,155.8505883,0.076216524,0.688825573
3313,3313,598csv/1484744/1496424,34.0,122.7660898,47.55632798,127.1483297,-3.265722042,0.51661918
2388,2388,598csv/1484736/1494437,22.0,121.3904634,55.068726,138.5727851,0.135442017,0.51661918
2747,2747,598csv/1484739/1494850,26.0,118.9281623,58.00847973,149.6128444,-1.473762573,0.51661918
335,335,598csv/1484719/1492333,27.0,130.6316831,58.26979782,152.0916257,0.134253455,0.861031966
4185,4185,598csv/1484751/1499677,20.0,129.3479032,41.67791571,128.4174317,-2.147474503,0.344412787
2728,2728,598csv/1484739/1494821,25.0,113.5827159,33.37250554,135.1201666,-1.457068683,0.51661918
2013,2013,598csv/1484733/1494061,14.0,125.3686148,44.77970378,147.2533614,0.037142555,0.51661918
4973,4973,598csv/1484758/1500534,0.0,124.3666024,42.58090861,122.743998,-5.887864896,0.51661918
2639,2639,598csv/1484738/1494698,7.0,129.6379668,51.01348548,145.6431535,0.261199956,0.51661918
5195,5195,598csv/1484760/1500770,24.0,125.2146485,42.24706805,115.413162,-5.969916178,0.51661918
578,578,598csv/1484721/1492577,9.0,111.0080271,52.53941795,161.3326957,0.000432204,1.205444753
4651,4651,598csv/1484755/1500205,34.0,137.493785,44.60479091,123.3782516,-6.329820787,0.51661918
